INPUT:story	INPUT:system	INPUT:content_plan_id	OUTPUT:category	GOLDEN:category	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
Tom wanted to go to the beach. He decided to go to the beach. He made a good deal. He gave the whole family a try. After a few months, tom was able to go to the beach.	plan-and-write	46	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229663e7a07670e20f32ca0	30a206fc-1d0a-43f8-a66b-67473517eaf1	0001ec48d0--6229663e7a07670e20f32ca0	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T02:45:18.428
Tom wanted to be a doctor. He decided to start taking a job. He started to feel confident. He made a great deal. Eventually he was able to get a job.	plan-and-write	13	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229666a8299be0d4519e9fb	c294b085-c602-4f9d-aeaf-e411c04da79f	0001ec48d0--6229666a8299be0d4519e9fb	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T02:46:02.942
Tom wanted to be a doctor. He decided to go to a local doctor. He started to feel sick. He had to go to the doctor for months. Finally, he went to the doctor.	plan-and-write	3	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--622966848299be0d4519ea70	d53f3a1b-66e9-40e0-9914-29e42d4fa143	0001ec48d0--622966848299be0d4519ea70	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T02:46:28.542
Tom wanted to be a doctor. He decided to start working out. He worked hard for months. Eventually he was able to get a job. Tom felt much better after that.	plan-and-write	19	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296684c72a824e5bb4377e	1b6ccbad-45db-40d3-9e61-cfb7abff6a44	0001ec48d0--62296684c72a824e5bb4377e	c62475fa7b981556a0a09166d57d9de0	APPROVED	2022-03-10T02:46:28.512
Tom wanted to be a doctor. He decided to go to a local college. He made a lot of money. After months of hard work, he was able to get a job. Eventually, tom was able to get a job.	plan-and-write	8	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--622966b30e2afb762e79e86a	a8ffd710-c614-4926-b66b-26bb65d30828	0001ec48d0--622966b30e2afb762e79e86a	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:47:15.637
When the U.S. government decides to make John Smith the first human to walk on Mars, John Smith finds out that he has to be an extraordinary man and god. It begins with John, an American, and Anna, a Canadian, living in New Orleans. John is working for a Canadian-owned mining company, which has an office in New City, the heart of the old New Orleans, and is planning to relocate to Mars to mine a rare earth element. John Smith, the first man to walk upon the surface of Mars, and his family, move to a small town in Canada to live with their new neighbors.	scratchplot	38	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--622966b7294a1e5c16211b9c	b73be261-408a-492e-8e34-c3a18b559b85	0001ec48d0--622966b7294a1e5c16211b9c	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:47:19.819
In the small Irish town of Ardbeg, two teenagers are caught up in the struggle of two warring families over the fate of the town's last mine. As the war between the families rages, both families become desperate. They turn to their young men, young women, and children, hoping for the salvation of the mine. The two teenagers, Patrick John McGaughey and Cheryl Gannon, have no choice in the matter, as their fate is decided for them at birth. The children of the families had to choose between their parents, a fate that is more than they can bear. As children, they had no choice. They had to kill their parents.	scratchplot	21	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--622966c673a36d72fbbbbcca	8ea7124f-3ad1-4176-8a21-373ca139c092	0001ec48d0--622966c673a36d72fbbbbcca	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:47:34.142
Tom wanted to be a doctor. He decided to start working out. He worked hard for months. Eventually he was able to get a job. Tom felt much better after that.	plan-and-write	19	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--622966d91315ef143e38e999	1b6ccbad-45db-40d3-9e61-cfb7abff6a44	0001ec48d0--622966d91315ef143e38e999	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:47:53.046
Tom wanted to go to the beach. He decided to go to the beach. He made a good deal. He gave the whole family a try. After a few months, tom was able to go to the beach.	plan-and-write	46	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--622966dc5af44b5d7e54d3b5	30a206fc-1d0a-43f8-a66b-67473517eaf1	0001ec48d0--622966dc5af44b5d7e54d3b5	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:47:56.224
It is the year 2042 and there is a plague spreading. It is a problem in every city on Earth. It's an epidemic that is killing more people than it was before. In order to fight it, the government decided to use robots as the best possible means. A robot named Ivan was sent to Kathmandū and his mission was to bring Shantu and the rest of the team to the capital to help with the plague. Ivan, the robot, did not live up to the expectations of the people who sent him out to save humanity.	scratchplot	6	3				https://toloka.yandex.ru/task/32262352/0001ec48d0--622966e60dcab8597d7fc81b	a002978d-61ba-467b-bc06-9b26e29de61b	0001ec48d0--622966e60dcab8597d7fc81b	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:48:06.615
On the night of June 5th, 1941 Jose and his sister Dorothy were on the way to Lisbon to spend a few days with the family in the house of their friend, João de Jesus Ferreira. After a few hours of sleeping, José suddenly woke up in the middle of the night with a start. He was unable to stand and started crawling towards his mother and sister. His sister, Dorothy, tried to pull him back down to the floor. After a few more moments of confusion, the two adults found themselves on the floor, both motionless. Jose's body was still motionless and he could not move.	scratchplot	8	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--622966fc290351193d836ad9	10f1be3e-2e97-4efd-835c-7831448f6387	0001ec48d0--622966fc290351193d836ad9	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:48:28.802
Tom was a very overweight man. He decided to lose weight. He started to lose weight. He went to a diet. He gained weight.	plan-and-write	35	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--622966fda9ea9b57ccc6a65f	e8573d5c-fe39-4a7d-8d1d-7577fa5f2de3	0001ec48d0--622966fda9ea9b57ccc6a65f	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:48:29.949
A small child in North who has an imaginary friend that she plays with, Polly, begins to tell her parents about her new friend's past. Polly's father and her mother become worried about her imaginary friend, and decide to call the police to have Polly take her to a therapist. They call the therapist to help them and Polly becomes upset that her imaginary friends have been taken away from her. In the end, Polly is reunited with her friend and the therapist.	scratchplot	39	3				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229671e71e8801bf5e4a8b9	a74a4439-a1b1-404f-8e1d-f5581a1b788f	0001ec48d0--6229671e71e8801bf5e4a8b9	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:49:02.875
The people of Fulford are convinced that an ancient city hidden deep beneath their village was built to house a great evil, the spirit from an ancient, evil god. But the people of the town, the townspeople of Fulbury, are not convinced. In fact, the people, the local community, think Tom and his twin brother, Dee, are the cause of all the disappearances and all the problems that have come to Fulbury since the beginning of time. Dee and Tom are in the middle of a battle to save their home, their family, their town and themselves.	scratchplot	16	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229672495aad761f177db8c	cbf95cf6-7df5-4250-afec-e8d64b0814fb	0001ec48d0--6229672495aad761f177db8c	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T02:49:08.430
A young girl in the year 2030 wakes up one morning to find herself transported to the year 1985. When she gets to the present day she meets William John, a man who claims to be a vampire. William John offers her the chance to join him on a journey into a world of crime. The young girl, Eileen, joins William John's quest to become a vampire hunter and learns about life in a world where humans are considered the only thing to fear. Eileen became a vampire, which was a step down for her. It meant she had to work for money, and she had no time to think about what her life would be like if she didn't become one.	scratchplot	41	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967390dcab8597d7fcac5	80093310-86df-440e-a705-f5647ef4363e	0001ec48d0--622967390dcab8597d7fcac5	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:49:29.585
Tom wanted to be a doctor. He decided to go to a local doctor. He started to feel sick. He had to go to the doctor for months. Finally, he went to the doctor.	plan-and-write	3	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967429ddc6a68931b61e4	d53f3a1b-66e9-40e0-9914-29e42d4fa143	0001ec48d0--622967429ddc6a68931b61e4	a3f510d4b5ddababfc8afd6738c0e5bd	APPROVED	2022-03-10T02:49:38.153
After a year of living in the bay area, Maggie has moved back to her childhood home and John Smith has moved to the city to work. After an accident at work John goes missing and Maggie, who is a young artist, becomes obsessed with finding him. While John's friends attempt to help Maggie, John becomes increasingly worried about her. As John gets more and more distant, Maggie's art gets more advanced. Maggie has begun to draw pictures that are more and less like pictures. After a year, Maggie and John get married, and Maggie starts to paint again. John realizes that what he loves most about her is her mind and his ability to see the world differently.	scratchplot	43	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967468900d230dbe3bdf9	2ca798a4-61b3-46e1-a279-a27f354a5663	0001ec48d0--622967468900d230dbe3bdf9	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:49:42.290
I was a very fat man. I decided to start exercising. I started to lose weight. I exercised. I lost weight.	plan-and-write	36	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296757ded1f01d1bed330f	843694f2-231a-4a79-8913-6337fedef7a4	0001ec48d0--62296757ded1f01d1bed330f	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T02:49:59.141
The people of Fulford are convinced that an ancient city hidden deep beneath their village was built to house a great evil, the spirit from an ancient, evil god. But the people of the town, the townspeople of Fulbury, are not convinced. In fact, the people, the local community, think Tom and his twin brother, Dee, are the cause of all the disappearances and all the problems that have come to Fulbury since the beginning of time. Dee and Tom are in the middle of a battle to save their home, their family, their town and themselves.	scratchplot	16	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296767b608822f9f593e7d	cbf95cf6-7df5-4250-afec-e8d64b0814fb	0001ec48d0--62296767b608822f9f593e7d	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:50:15.587
When Khadijah was about to go to the wedding of John H., John took her to the house of Abraham and had sex with her. He had to take an oath of chastity for Khadiyah to enter the new city called Ur of the Chaldees. Then John brought her to Jerusalem, where she fell in love with Solomon, who was a great prophet. But she was not interested in marrying him. In the beginning God created the heaven and the earth. And the earth was without form, and void; and darkness was upon the face of the deep. And God said, Let there be light; and there was light.	scratchplot	3	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229676e8fd2c4357eede45f	59fade7b-a22a-428a-9046-b9e84a87a751	0001ec48d0--6229676e8fd2c4357eede45f	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:50:22.373
Tom wanted to be a doctor. He decided to go to a local doctor. He made a very good impression. He became a doctor for months. Tom ended up getting a good grade.	plan-and-write	0	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229676fde31052c5f3117dd	e90499e7-a21f-49ea-b7e9-a3bf4f87a393	0001ec48d0--6229676fde31052c5f3117dd	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T02:50:23.359
Tom wanted to lose weight. He decided to try out for a big weight loss. He started to lose weight. He exercised for a while. He eventually lost ten pounds.	plan-and-write	31	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229678670049e12fcd38097	9acb9bc2-63eb-4e9c-a1a2-d8eafe50a7ff	0001ec48d0--6229678670049e12fcd38097	c62475fa7b981556a0a09166d57d9de0	APPROVED	2022-03-10T02:50:46.371
Tom wanted to go to the beach. He decided to go to the beach. He made a good deal. He gave the whole family a try. After a few months, tom was able to go to the beach.	plan-and-write	46	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296792294a1e5c1621210e	30a206fc-1d0a-43f8-a66b-67473517eaf1	0001ec48d0--62296792294a1e5c1621210e	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:50:58.058
In 1842, the world was in the midst of a dark age, but then a man called Jose Vasconcelos, an ex-miner from Spain, arrived on a ship from Lisbon. He'd been given a mysterious gift by an evil witch, and the witch had been watching him, waiting for the perfect moment to strike. The perfect moment came when Vasconcellos returned home from a dangerous expedition in the jungles of Central America, and fell ill with malaria. He was a good man, and he did the best he could for his family. He loved them very much. He was a fine man, but he had no hope.	scratchplot	18	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296794627eb142e9e9b8bc	a0f7152f-9a05-4b2b-91b7-4ec7cc039bd1	0001ec48d0--62296794627eb142e9e9b8bc	a3f510d4b5ddababfc8afd6738c0e5bd	APPROVED	2022-03-10T02:51:00.687
In 1842, the world was in the midst of a dark age, but then a man called Jose Vasconcelos, an ex-miner from Spain, arrived on a ship from Lisbon. He'd been given a mysterious gift by an evil witch, and the witch had been watching him, waiting for the perfect moment to strike. The perfect moment came when Vasconcellos returned home from a dangerous expedition in the jungles of Central America, and fell ill with malaria. He was a good man, and he did the best he could for his family. He loved them very much. He was a fine man, but he had no hope.	scratchplot	18	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229679d37825f2adb413706	a0f7152f-9a05-4b2b-91b7-4ec7cc039bd1	0001ec48d0--6229679d37825f2adb413706	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:51:09.538
I was overweight. I decided to start eating healthier food. I started to eat more. After a few months, i started eating healthy food. Eventually, i started eating healthy food.	plan-and-write	27	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229679fded1f01d1bed3444	55bdf744-f0fb-4bdb-a2b6-b718ebb78e16	0001ec48d0--6229679fded1f01d1bed3444	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:51:11.678
Tom wanted to be a doctor. He decided to try out for a local college. He started working on a few months. He started to feel confident. Eventually he became a great doctor.	plan-and-write	7	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967b0a9ea9b57ccc6b754	34c6aa9f-4cf2-4c93-8795-7eac08969fc3	0001ec48d0--622967b0a9ea9b57ccc6b754	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:51:28.178
In the small Irish town of Ardbeg, two teenagers are caught up in the struggle of two warring families over the fate of the town's last mine. As the war between the families rages, both families become desperate. They turn to their young men, young women, and children, hoping for the salvation of the mine. The two teenagers, Patrick John McGaughey and Cheryl Gannon, have no choice in the matter, as their fate is decided for them at birth. The children of the families had to choose between their parents, a fate that is more than they can bear. As children, they had no choice. They had to kill their parents.	scratchplot	21	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967b7a9ea9b57ccc6b7ed	8ea7124f-3ad1-4176-8a21-373ca139c092	0001ec48d0--622967b7a9ea9b57ccc6b7ed	a3f510d4b5ddababfc8afd6738c0e5bd	APPROVED	2022-03-10T02:51:35.208
Tom was a very overweight man. He decided to lose weight. He started to lose weight. He went to a diet. He gained weight.	plan-and-write	35	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967bb0dcab8597d7fcd96	e8573d5c-fe39-4a7d-8d1d-7577fa5f2de3	0001ec48d0--622967bb0dcab8597d7fcd96	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:51:39.688
Benjamin Franklin and his sister Samantha Franklin were a wealthy young man from the time of the American Revolution when they were living in New Hampshire. They were in New Orleans on the night of September 14, 1774 when the British burned the city and Benjamin Franklin was among the first to escape to safety. He was able to escape because he had an understanding with Samuel Hopkinson, the owner of a bar in New Haven, Connecticut. Benjamin Franklin was an adventurer who made a name for himself across the Atlantic. He wrote about his adventures in his diary.	scratchplot	34	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967bf71e8801bf5e4abdd	58bbcb7c-f538-49d8-8abc-f8a8b83664d1	0001ec48d0--622967bf71e8801bf5e4abdd	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:51:43.057
A small child in North who has an imaginary friend that she plays with, Polly, begins to tell her parents about her new friend's past. Polly's father and her mother become worried about her imaginary friend, and decide to call the police to have Polly take her to a therapist. They call the therapist to help them and Polly becomes upset that her imaginary friends have been taken away from her. In the end, Polly is reunited with her friend and the therapist.	scratchplot	39	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967c85c9960414912abf9	a74a4439-a1b1-404f-8e1d-f5581a1b788f	0001ec48d0--622967c85c9960414912abf9	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:51:52.183
When Khadijah was about to go to the wedding of John H., John took her to the house of Abraham and had sex with her. He had to take an oath of chastity for Khadiyah to enter the new city called Ur of the Chaldees. Then John brought her to Jerusalem, where she fell in love with Solomon, who was a great prophet. But she was not interested in marrying him. In the beginning God created the heaven and the earth. And the earth was without form, and void; and darkness was upon the face of the deep. And God said, Let there be light; and there was light.	scratchplot	3	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967cbc72a824e5bb44314	59fade7b-a22a-428a-9046-b9e84a87a751	0001ec48d0--622967cbc72a824e5bb44314	f73565913d8179996c5590938f1e7e18	APPROVED	2022-03-10T02:51:55.764
I wanted to lose weight. I decided to start exercising. I tried out for months. Eventually, i was able to lose weight. I lost weight.	plan-and-write	15	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967def2f0126f42085dd1	b23eebf9-17e8-469c-8374-77a2208e4362	0001ec48d0--622967def2f0126f42085dd1	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:52:14.883
Tom wanted to be a doctor. He decided to go to a local college. He made a lot of money. After months of hard work, he was able to get a job. Eventually, tom was able to get a job.	plan-and-write	8	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967e19503bf6b99fd52bb	a8ffd710-c614-4926-b66b-26bb65d30828	0001ec48d0--622967e19503bf6b99fd52bb	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:52:17.658
After a year of living in the bay area, Maggie has moved back to her childhood home and John Smith has moved to the city to work. After an accident at work John goes missing and Maggie, who is a young artist, becomes obsessed with finding him. While John's friends attempt to help Maggie, John becomes increasingly worried about her. As John gets more and more distant, Maggie's art gets more advanced. Maggie has begun to draw pictures that are more and less like pictures. After a year, Maggie and John get married, and Maggie starts to paint again. John realizes that what he loves most about her is her mind and his ability to see the world differently.	scratchplot	43	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967e1ff125b16a45c53ae	2ca798a4-61b3-46e1-a279-a27f354a5663	0001ec48d0--622967e1ff125b16a45c53ae	a3f510d4b5ddababfc8afd6738c0e5bd	APPROVED	2022-03-10T02:52:17.360
The man with no name is known as Michael Jackson. His name was unknown before he met a girl in a nightclub. The girl has the ability to change her body's physical appearance. The man, on the other hand, cannot change his body's appearance. He becomes interested in the body of the girl in question after he sees her in a club, and he becomes obsessed with it. Michael's body was found at his home. He had been strangled. He died from a drug overdose.	scratchplot	4	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967ec4fce190ebda6f624	f14fc5d5-19ce-41ca-9cbd-2f8b1cdd0746	0001ec48d0--622967ec4fce190ebda6f624	c62475fa7b981556a0a09166d57d9de0	APPROVED	2022-03-10T02:52:28.902
I wanted to go to the park. I decided to go to the park. Finally i got there. I made a nice dinner. I was happy.	plan-and-write	2	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967ecff125b16a45c554f	a428f8e8-1a55-42f6-a19f-0cc6102e7328	0001ec48d0--622967ecff125b16a45c554f	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:52:28.160
"A new world is dawning. The human race is becoming extinct, a plague of zombies has infected all humans and has now turned its attention on Washoe. The only known cure is the creation of a Washoe virus"" and the only known person who can create this virus is Benjamin. Brother and Sister have to save their family and find the cure before the virus can destroy them. Benjamin, in his final attempt to create the virus, has found a mysterious old man in the woods. Benjamin has a choice to make. Will he create the Washoe Virus?"	scratchplot	11	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967f837825f2adb413bc4	987cb6bf-c4ba-494b-a140-126032f05994	0001ec48d0--622967f837825f2adb413bc4	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:52:40.020
"A new world is dawning. The human race is becoming extinct, a plague of zombies has infected all humans and has now turned its attention on Washoe. The only known cure is the creation of a Washoe virus"" and the only known person who can create this virus is Benjamin. Brother and Sister have to save their family and find the cure before the virus can destroy them. Benjamin, in his final attempt to create the virus, has found a mysterious old man in the woods. Benjamin has a choice to make. Will he create the Washoe Virus?"	scratchplot	11	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--622967fccffc872118cf9f70	987cb6bf-c4ba-494b-a140-126032f05994	0001ec48d0--622967fccffc872118cf9f70	f73565913d8179996c5590938f1e7e18	APPROVED	2022-03-10T02:52:44.053
On the night of June 5th, 1941 Jose and his sister Dorothy were on the way to Lisbon to spend a few days with the family in the house of their friend, João de Jesus Ferreira. After a few hours of sleeping, José suddenly woke up in the middle of the night with a start. He was unable to stand and started crawling towards his mother and sister. His sister, Dorothy, tried to pull him back down to the floor. After a few more moments of confusion, the two adults found themselves on the floor, both motionless. Jose's body was still motionless and he could not move.	scratchplot	8	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296804839fdc6ec429f693	10f1be3e-2e97-4efd-835c-7831448f6387	0001ec48d0--62296804839fdc6ec429f693	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:52:52.962
