[ID]	[KEY/ABSTRACT]	[KEYWORDS]	[DISCOURSE (T/I/B/C)]	[NUM_PARAGRAPHS]	[PARAGRAPH]	[PREVIOUS_PARAGRAPH]
plot-9_1	K	b'cowboy bebop'[SEP]engineered pembroke welsh corgi[SEP]ambitious criminal affiliated[SEP]criminal red dragon syndicate[SEP]remaining red dragon members[SEP]disastrous mishaps leaving[SEP]earth almost uninhabitable[SEP]cowboys ") chase criminals[SEP]legalized contract system[SEP]registered bounty hunters[SEP]inter solar system police	C	2	The main story arc focuses on Spike and his deadly rivalry with Vicious, an ambitious criminal affiliated with the Red Dragon Syndicate. Spike and Vicious were once partners and friends, but when Spike began an affair with Vicious\'s girlfriend Julia and resolved to leave the Syndicate with her, Vicious sought to eliminate Spike by blackmailing Julia into killing him. Julia goes into hiding to protect herself and Spike fakes his death to escape the Syndicate. In the present, Julia comes out of hiding and reunites with Spike, intending to complete their plan. Vicious, having staged a coup d\'\xc3\xa9tat and taken over the Syndicate, sends hitmen after the pair. Julia is killed, leaving Spike alone. Spike leaves the Bebop after saying a final goodbye to Faye and Jet. Upon infiltrating the syndicate, he finds Vicious on the top floor of the building and confronts him after dispatching the remaining Red Dragon members. The final battle ends with Spike killing Vicious, only to be seriously wounded himself in the ensuing confrontation. The series concludes as Spike descends the main staircase of the building into the rising sun before eventually falling to the ground.'	b'In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters (also referred to as "Cowboys") chase criminals and bring them in alive in return for a reward. The series\' protagonists are bounty hunters working from the spaceship Bebop. The original crew are Spike Spiegel, an exiled former hitman of the criminal Red Dragon Syndicate, and Jet Black, a former ISSP officer. They are later joined by Faye Valentine, an amnesiac con artist; Edward, an eccentric girl skilled in hacking; and Ein, a genetically-engineered Pembroke Welsh Corgi with human-like intelligence. Over the course of the series, the team get involved in disastrous mishaps leaving them without money, while often confronting faces and events from their past: these include Jet\'s reasons for leaving the ISSP, and Faye\'s past as a young woman from Earth injured in an accident and cryogenically frozen to save her life.
plot-10_0	K	b'a clockwork orange (novel)'[SEP]experimental behaviour modification treatment called[SEP]watching graphically violent films[SEP]corrective adviser ", alex visits[SEP]government officials anxious[SEP]hardened juvenile delinquent[SEP]begins contemplating giving[SEP]photographers snap pictures[SEP]children could possibly end[SEP]alex inadvertently reveals[SEP]alex plays classical music	I	5	b'Alex is a 15-year-old living in a near-future dystopian city who leads his gang on a night of opportunistic, random "ultra-violence". Alex\'s friends ("droogs" in the novel\'s Anglo-Russian slang, "Nadsat") are Dim, a slow-witted bruiser, who is the gang\'s muscle; Georgie, an ambitious second-in-command; and Pete, who mostly plays along as the droogs indulge their taste for ultra-violence. Characterised as a sociopath and hardened juvenile delinquent, Alex is also intelligent, quick-witted, and enjoys classical music; he is particularly fond of Beethoven, whom he calls "Lovely Ludwig Van".	NA
plot-10_1	K	b'a clockwork orange (novel)'[SEP]experimental behaviour modification treatment called[SEP]watching graphically violent films[SEP]corrective adviser ", alex visits[SEP]government officials anxious[SEP]hardened juvenile delinquent[SEP]begins contemplating giving[SEP]photographers snap pictures[SEP]children could possibly end[SEP]alex inadvertently reveals[SEP]alex plays classical music	B	5	The novella begins with the droogs sitting in their favourite hangout, the Korova Milk Bar, and drinking "milk-plus" \xe2\x80\x93 a beverage consisting of milk laced with the customer\'s drug of choice \xe2\x80\x93 to prepare for a night of mayhem. They assault a scholar walking home from the public library; rob a store, leaving the owner and his wife bloodied and unconscious; beat up a beggar; then scuffle with a rival gang. Joyriding through the countryside in a stolen car, they break into an isolated cottage, referred to as HOME, and terrorise the young couple living there, beating the husband and gang-raping his wife. In a metafictional touch, the husband is a writer working on a manuscript called "A Clockwork Orange", and Alex contemptuously reads out a paragraph that states the novel\'s main theme before shredding the manuscript. Back at the Korova, Alex strikes Dim for his crude response to a woman\'s singing of an operatic passage, and strains within the gang become apparent. At home in his parents\' flat, Alex plays classical music at top volume, which he describes as giving him orgasmic bliss before falling asleep.	b'Alex is a 15-year-old living in a near-future dystopian city who leads his gang on a night of opportunistic, random "ultra-violence". Alex\'s friends ("droogs" in the novel\'s Anglo-Russian slang, "Nadsat") are Dim, a slow-witted bruiser, who is the gang\'s muscle; Georgie, an ambitious second-in-command; and Pete, who mostly plays along as the droogs indulge their taste for ultra-violence. Characterised as a sociopath and hardened juvenile delinquent, Alex is also intelligent, quick-witted, and enjoys classical music; he is particularly fond of Beethoven, whom he calls "Lovely Ludwig Van".
plot-10_2	K	b'a clockwork orange (novel)'[SEP]experimental behaviour modification treatment called[SEP]watching graphically violent films[SEP]corrective adviser ", alex visits[SEP]government officials anxious[SEP]hardened juvenile delinquent[SEP]begins contemplating giving[SEP]photographers snap pictures[SEP]children could possibly end[SEP]alex inadvertently reveals[SEP]alex plays classical music	B	5	Alex feigns illness to his parents to stay out of school the next day. Following an unexpected visit fromR. Deltoid, his "post-corrective adviser", Alex visits a record store, where he meets two pre-teen girls. He invites them back to the flat, where he drugs and rapes them. That night after a nap, Alex finds his droogs in a mutinous mood, waiting downstairs in the torn-up and graffitied lobby. Georgie challenges Alex for leadership of the gang, demanding that they pull a "man-sized" job. Alex quells the rebellion by slashing Dim\'s hand and fighting with Georgie. Then, in a show of generosity, he takes them to a bar, where Alex insists on following through on Georgie\'s idea to burgle the home of a wealthy elderly woman. Alex breaks in and knocks the woman unconscious; but, when he hears sirens and opens the door to flee, Dim strikes him in payback for the earlier fight. The gang abandons Alex on the front step to be arrested by the police; while in custody, he learns that the woman has died from her injuries. Alex is convicted of murder and sentenced to 14 years in Wandsworth Prison. His parents visit one day to inform him that Georgie has been killed in a botched robbery. Two years into his term, he has obtained a job in one of the prison chapels, playing music on the stereo to accompany the Sunday Christian services. The chaplain mistakes Alex\'s Bible studies for stirrings of faith; in reality, Alex is only reading Scripture for the violent or sexual passages. After his fellow cellmates blame him for beating a troublesome cellmate to death, he is chosen to undergo an experimental behaviour modification treatment called the Ludovico Technique in exchange for having the remainder of his sentence commuted. The technique is a form of aversion therapy, in which Alex is injected with nausea-inducing drugs while watching graphically violent films, eventually conditioning him to become severely ill at the mere thought of violence. As an unintended consequence, the soundtrack to one of the films, Beethoven\'s Ninth Symphony, renders Alex unable to enjoy his beloved classical music as before.	The novella begins with the droogs sitting in their favourite hangout, the Korova Milk Bar, and drinking "milk-plus" \xe2\x80\x93 a beverage consisting of milk laced with the customer\'s drug of choice \xe2\x80\x93 to prepare for a night of mayhem. They assault a scholar walking home from the public library; rob a store, leaving the owner and his wife bloodied and unconscious; beat up a beggar; then scuffle with a rival gang. Joyriding through the countryside in a stolen car, they break into an isolated cottage, referred to as HOME, and terrorise the young couple living there, beating the husband and gang-raping his wife. In a metafictional touch, the husband is a writer working on a manuscript called "A Clockwork Orange", and Alex contemptuously reads out a paragraph that states the novel\'s main theme before shredding the manuscript. Back at the Korova, Alex strikes Dim for his crude response to a woman\'s singing of an operatic passage, and strains within the gang become apparent. At home in his parents\' flat, Alex plays classical music at top volume, which he describes as giving him orgasmic bliss before falling asleep.
plot-10_3	K	b'a clockwork orange (novel)'[SEP]experimental behaviour modification treatment called[SEP]watching graphically violent films[SEP]corrective adviser ", alex visits[SEP]government officials anxious[SEP]hardened juvenile delinquent[SEP]begins contemplating giving[SEP]photographers snap pictures[SEP]children could possibly end[SEP]alex inadvertently reveals[SEP]alex plays classical music	B	5	The effectiveness of the technique is demonstrated to a group of VIPs, who watch as Alex collapses before a bully and abases himself before a scantily clad young woman. Although the prison chaplain accuses the state of stripping Alex of free will, the government officials on the scene are pleased with the results and Alex is released from prison. Alex returns to his parents\' flat, only to find that they are letting his room to a lodger. Now homeless, he wanders the streets and enters a public library, hoping to learn of a painless method for committing suicide. The old scholar whom Alex had assaulted in Part 1 finds him and beats him, with the help of several friends. Two policemen come to Alex\'s rescue, but they turn out to be Dim and Billyboy, a former rival gang leader. They take Alex outside of town, brutalise him, and abandon him there. Alex collapses at the door of an isolated cottage, realising too late that it is the one he and his droogs invaded in Part 1.	Alex feigns illness to his parents to stay out of school the next day. Following an unexpected visit fromR. Deltoid, his "post-corrective adviser", Alex visits a record store, where he meets two pre-teen girls. He invites them back to the flat, where he drugs and rapes them. That night after a nap, Alex finds his droogs in a mutinous mood, waiting downstairs in the torn-up and graffitied lobby. Georgie challenges Alex for leadership of the gang, demanding that they pull a "man-sized" job. Alex quells the rebellion by slashing Dim\'s hand and fighting with Georgie. Then, in a show of generosity, he takes them to a bar, where Alex insists on following through on Georgie\'s idea to burgle the home of a wealthy elderly woman. Alex breaks in and knocks the woman unconscious; but, when he hears sirens and opens the door to flee, Dim strikes him in payback for the earlier fight. The gang abandons Alex on the front step to be arrested by the police; while in custody, he learns that the woman has died from her injuries. Alex is convicted of murder and sentenced to 14 years in Wandsworth Prison. His parents visit one day to inform him that Georgie has been killed in a botched robbery. Two years into his term, he has obtained a job in one of the prison chapels, playing music on the stereo to accompany the Sunday Christian services. The chaplain mistakes Alex\'s Bible studies for stirrings of faith; in reality, Alex is only reading Scripture for the violent or sexual passages. After his fellow cellmates blame him for beating a troublesome cellmate to death, he is chosen to undergo an experimental behaviour modification treatment called the Ludovico Technique in exchange for having the remainder of his sentence commuted. The technique is a form of aversion therapy, in which Alex is injected with nausea-inducing drugs while watching graphically violent films, eventually conditioning him to become severely ill at the mere thought of violence. As an unintended consequence, the soundtrack to one of the films, Beethoven\'s Ninth Symphony, renders Alex unable to enjoy his beloved classical music as before.
plot-10_4	K	b'a clockwork orange (novel)'[SEP]experimental behaviour modification treatment called[SEP]watching graphically violent films[SEP]corrective adviser ", alex visits[SEP]government officials anxious[SEP]hardened juvenile delinquent[SEP]begins contemplating giving[SEP]photographers snap pictures[SEP]children could possibly end[SEP]alex inadvertently reveals[SEP]alex plays classical music	C	5	The writer, Alexander, still lives here, but his wife has since died of what he believes to be injuries she sustained in the rape. He does not recognise Alex but gives him shelter and questions him about the conditioning he has undergone. Alexander and his colleagues, all highly critical of the government, plan to use Alex as a symbol of state brutality and thus prevent the incumbent government from being re-elected. Alex inadvertently reveals that he was the ringleader of the home invasion; he is removed from the cottage and locked in an upper-story bedroom as a relentless barrage of classical music plays over speakers. He attempts suicide by leaping from the window. Alex wakes up in a hospital, where he is courted by government officials anxious to counter the bad publicity created by his suicide attempt. He is informed that Alexander has been "put away" for Alex\'s protection and his own. Placed in a mental institution, Alex is offered a well-paying job if he agrees to side with the government. A round of tests reveals that his old violent impulses have returned, indicating that the hospital doctors have undone the effects of his conditioning. As photographers snap pictures, Alex daydreams of orgiastic violence and reflects, "I was cured all right". In the final chapter, Alex finds himself halfheartedly preparing for yet another night of crime with a new gang (Lenn, Rick and Bully). After a chance encounter with Pete, who has reformed and married, Alex finds himself taking less and less pleasure in acts of senseless violence. He begins contemplating giving up crime himself to become a productive member of society and start a family of his own, while reflecting on the notion that his own children could possibly end up being just as destructive as he has been, if not more so.'	The effectiveness of the technique is demonstrated to a group of VIPs, who watch as Alex collapses before a bully and abases himself before a scantily clad young woman. Although the prison chaplain accuses the state of stripping Alex of free will, the government officials on the scene are pleased with the results and Alex is released from prison. Alex returns to his parents\' flat, only to find that they are letting his room to a lodger. Now homeless, he wanders the streets and enters a public library, hoping to learn of a painless method for committing suicide. The old scholar whom Alex had assaulted in Part 1 finds him and beats him, with the help of several friends. Two policemen come to Alex\'s rescue, but they turn out to be Dim and Billyboy, a former rival gang leader. They take Alex outside of town, brutalise him, and abandon him there. Alex collapses at the door of an isolated cottage, realising too late that it is the one he and his droogs invaded in Part 1.
plot-11_0	K	b'barry lyndon'[SEP]barry viciously assaults bullingdon[SEP]young adult lord bullingdon crashes[SEP]young german woman whose lover left[SEP]lady lyndon later attempts suicide[SEP]lavish birthday party barry throws[SEP]bullingdon demands another chance[SEP]aged lady lyndon signing barry \'[SEP]influence worsens lady lyndon \'[SEP]bullingdon demands satisfaction[SEP]verbal repartee ultimately send	I	5	b'An omniscient (though possibly unreliable) narrator relates that in 1750s Ireland, the father of Redmond Barry is killed in a duel over a sale of some horses. The widow, disdaining offers of marriage, devotes herself to her only son.	NA
plot-11_1	K	b'barry lyndon'[SEP]barry viciously assaults bullingdon[SEP]young adult lord bullingdon crashes[SEP]young german woman whose lover left[SEP]lady lyndon later attempts suicide[SEP]lavish birthday party barry throws[SEP]bullingdon demands another chance[SEP]aged lady lyndon signing barry \'[SEP]influence worsens lady lyndon \'[SEP]bullingdon demands satisfaction[SEP]verbal repartee ultimately send	B	5	Barry becomes infatuated with his older cousin, Nora Brady. Though she charms him during a card game, she later shows interest in a well-off British Army captain, John Quin, much to Barry\'s dismay. Nora and her family plan to improve their finances through marriage, while Barry holds Quin in contempt and escalates the situation to a duel, in which Barry shoots Quin. In the aftermath, he flees from the police towards Dublin, and is robbed by Captain Feeney, a highwayman.	b'An omniscient (though possibly unreliable) narrator relates that in 1750s Ireland, the father of Redmond Barry is killed in a duel over a sale of some horses. The widow, disdaining offers of marriage, devotes herself to her only son.
plot-11_2	K	b'barry lyndon'[SEP]barry viciously assaults bullingdon[SEP]young adult lord bullingdon crashes[SEP]young german woman whose lover left[SEP]lady lyndon later attempts suicide[SEP]lavish birthday party barry throws[SEP]bullingdon demands another chance[SEP]aged lady lyndon signing barry \'[SEP]influence worsens lady lyndon \'[SEP]bullingdon demands satisfaction[SEP]verbal repartee ultimately send	B	5	Dejected, Barry joins the British Army. Some time after, he encounters Captain Grogan, a family friend. Grogan informs him that Barry did not kill Quin, and that his dueling pistol had only been loaded with tow. The duel was staged by Nora\'s family to get rid of Barry so that their finances would be secured through a lucrative marriage.	Barry becomes infatuated with his older cousin, Nora Brady. Though she charms him during a card game, she later shows interest in a well-off British Army captain, John Quin, much to Barry\'s dismay. Nora and her family plan to improve their finances through marriage, while Barry holds Quin in contempt and escalates the situation to a duel, in which Barry shoots Quin. In the aftermath, he flees from the police towards Dublin, and is robbed by Captain Feeney, a highwayman.
plot-11_3	K	b'barry lyndon'[SEP]barry viciously assaults bullingdon[SEP]young adult lord bullingdon crashes[SEP]young german woman whose lover left[SEP]lady lyndon later attempts suicide[SEP]lavish birthday party barry throws[SEP]bullingdon demands another chance[SEP]aged lady lyndon signing barry \'[SEP]influence worsens lady lyndon \'[SEP]bullingdon demands satisfaction[SEP]verbal repartee ultimately send	B	5	Barry\'s regiment is sent to Germany to fight in the Seven Years\' War, where Grogan is fatally wounded in a skirmish. Fed up with the war, Barry deserts the army, stealing an officer courier\'s uniform, horse, and identification papers after finding the officer bathing. En route to neutral Holland, Barry encounters Frau Lieschen, a young German woman whose lover left for the war and never returned. Lieschen feeds and houses Barry. The two briefly become lovers. After leaving, Barry encounters the Prussian Captain Potzdorf, who, seeing through his disguise, offers him the choice of being turned back over to the British, where he will be shot as a deserter, or enlisting in the Prussian Army. Barry enlists in his second army and later receives a special commendation from Prussian King Frederick II for saving Potzdorf\'s life in a battle.	Dejected, Barry joins the British Army. Some time after, he encounters Captain Grogan, a family friend. Grogan informs him that Barry did not kill Quin, and that his dueling pistol had only been loaded with tow. The duel was staged by Nora\'s family to get rid of Barry so that their finances would be secured through a lucrative marriage.
plot-11_4	K	b'barry lyndon'[SEP]barry viciously assaults bullingdon[SEP]young adult lord bullingdon crashes[SEP]young german woman whose lover left[SEP]lady lyndon later attempts suicide[SEP]lavish birthday party barry throws[SEP]bullingdon demands another chance[SEP]aged lady lyndon signing barry \'[SEP]influence worsens lady lyndon \'[SEP]bullingdon demands satisfaction[SEP]verbal repartee ultimately send	C	5	Two years later, after the war ends in 1763, Barry is employed by Captain Potzdorf\'s uncle in the Prussian Ministry of Police to become a servant of the Chevalier de Balibari, an itinerant professional gambler. The Prussians suspect that the Chevalier is an Irish spy in the service of the Austrians, and send Barry as an undercover agent to verify this. Barry is overcome with emotion upon meeting a fellow Irishman, and reveals himself to the Chevalier immediately. They become confederates at the card table, where Barry and his fine eyesight relay information to the Chevalier. After he and the Chevalier cheat the Prince of T\xc3\xbcbingen at the card table, the Prince accuses the Chevalier of cheating (without proof) and refuses to pay his debt and demands satisfaction. When Barry relays this to his Prussian handlers, they (still suspecting that the Chevalier is a spy) are wary of allowing another meeting between the Chevalier and the Prince. So the Prussians arrange for the Chevalier to be expelled from the country. Barry conveys this plan to the Chevalier, who flees in the night. The next morning, Barry, under disguise as the Chevalier, is escorted from Prussian territory by Prussian army officers. Some years later, Barry\'s mother comes to live with him at the Lyndon estate. She privately warns her son that if Lady Lyndon were to die, all her wealth would go to her first-born son Lord Bullingdon, leaving Barry and his son Bryan penniless. Barry\'s mother advises him to obtain a noble title to protect himself. To further this goal, he cultivates the acquaintance of the influential Lord Wendover and begins to expend even larger sums of money to ingratiate himself to high society. All this effort is wasted, however, during a lavish birthday party Barry throws for Lady Lyndon. A now young adult Lord Bullingdon crashes the event where he publicly enumerates the reasons that he detests his stepfather so dearly, declaring it his intent to leave the family estate for as long as Barry remains there and married to his mother. Barry viciously assaults Bullingdon until he is physically restrained by the guests. This loses Barry the wealthy and powerful friends he has worked to entreat and he is permanently cast out of polite society. Nevertheless, Bullingdon makes good on his word by leaving the estate and England.	Barry\'s regiment is sent to Germany to fight in the Seven Years\' War, where Grogan is fatally wounded in a skirmish. Fed up with the war, Barry deserts the army, stealing an officer courier\'s uniform, horse, and identification papers after finding the officer bathing. En route to neutral Holland, Barry encounters Frau Lieschen, a young German woman whose lover left for the war and never returned. Lieschen feeds and houses Barry. The two briefly become lovers. After leaving, Barry encounters the Prussian Captain Potzdorf, who, seeing through his disguise, offers him the choice of being turned back over to the British, where he will be shot as a deserter, or enlisting in the Prussian Army. Barry enlists in his second army and later receives a special commendation from Prussian King Frederick II for saving Potzdorf\'s life in a battle.
plot-12_0	K	b'buffy the vampire slayer (film)'[SEP]high school senior buffy summers[SEP]buffy confronts lothos inside[SEP]amilyn also abducts cassandra[SEP]paul reubens ). two young men[SEP]exhibiting uncanny abilities[SEP]including heightened agility[SEP]eventually becomes romantic[SEP]repeatedly tries merrick \'[SEP]several successful outings[SEP]attends hemery high school	I	5	b'High school senior Buffy Summers (Kristy Swanson) attends Hemery High School in Los Angeles; her main concerns are shopping and spending time with her rich, snooty friends and her boyfriend, Jeffrey (Randall Batinkoff). While at school one day, she is approached by a man who calls himself Merrick (Donald Sutherland). He informs her that she is The Slayer, or Chosen One, destined to kill vampires, and he is a Watcher whose duty it is to guide and train her. She initially rejects his claim but changes her mind when he vividly describes a recurring dream of hers. Additionally, Buffy is exhibiting uncanny abilities not known to her, including heightened agility, senses, and endurance, yet she repeatedly tries Merrick\'s patience with her frivolous nature, indifference to slaying, and sharp-tongued remarks.	NA
plot-12_1	K	b'buffy the vampire slayer (film)'[SEP]high school senior buffy summers[SEP]buffy confronts lothos inside[SEP]amilyn also abducts cassandra[SEP]paul reubens ). two young men[SEP]exhibiting uncanny abilities[SEP]including heightened agility[SEP]eventually becomes romantic[SEP]repeatedly tries merrick \'[SEP]several successful outings[SEP]attends hemery high school	B	5	After several successful outings, Buffy is drawn into conflict with Lothos (Rutger Hauer), a local vampire king and his acolyte, Amilyn (Paul Reubens). Two young men, Oliver Pike (Luke Perry) and Benny (David Arquette), who resented Buffy and her friends due to differing social circles, are out drinking when they\'re attacked by Amilyn. Benny is turned, but Pike is saved by Merrick. As a vampire, Benny visits Pike and tries to get him to join him. Later, when Pike and his boss are discussing Benny, Pike tells him to run if he sees him.	b'High school senior Buffy Summers (Kristy Swanson) attends Hemery High School in Los Angeles; her main concerns are shopping and spending time with her rich, snooty friends and her boyfriend, Jeffrey (Randall Batinkoff). While at school one day, she is approached by a man who calls himself Merrick (Donald Sutherland). He informs her that she is The Slayer, or Chosen One, destined to kill vampires, and he is a Watcher whose duty it is to guide and train her. She initially rejects his claim but changes her mind when he vividly describes a recurring dream of hers. Additionally, Buffy is exhibiting uncanny abilities not known to her, including heightened agility, senses, and endurance, yet she repeatedly tries Merrick\'s patience with her frivolous nature, indifference to slaying, and sharp-tongued remarks.
plot-12_2	K	b'buffy the vampire slayer (film)'[SEP]high school senior buffy summers[SEP]buffy confronts lothos inside[SEP]amilyn also abducts cassandra[SEP]paul reubens ). two young men[SEP]exhibiting uncanny abilities[SEP]including heightened agility[SEP]eventually becomes romantic[SEP]repeatedly tries merrick \'[SEP]several successful outings[SEP]attends hemery high school	B	5	Amilyn also abducts Cassandra (Natasha Gregson Wagner), a studious girl from Buffy\'s class, to sacrifice to Lothos. When her body is found, the news spreads through Los Angeles and Hemery High, but her murder is met with indifference from Buffy\'s clique.	After several successful outings, Buffy is drawn into conflict with Lothos (Rutger Hauer), a local vampire king and his acolyte, Amilyn (Paul Reubens). Two young men, Oliver Pike (Luke Perry) and Benny (David Arquette), who resented Buffy and her friends due to differing social circles, are out drinking when they\'re attacked by Amilyn. Benny is turned, but Pike is saved by Merrick. As a vampire, Benny visits Pike and tries to get him to join him. Later, when Pike and his boss are discussing Benny, Pike tells him to run if he sees him.
plot-12_3	K	b'buffy the vampire slayer (film)'[SEP]high school senior buffy summers[SEP]buffy confronts lothos inside[SEP]amilyn also abducts cassandra[SEP]paul reubens ). two young men[SEP]exhibiting uncanny abilities[SEP]including heightened agility[SEP]eventually becomes romantic[SEP]repeatedly tries merrick \'[SEP]several successful outings[SEP]attends hemery high school	B	5	When Pike realizes there\'s something wrong with Benny and that he\'s no longer safe, he decides to leave town. His plan is thwarted, however, when he encounters Amilyn and his gang of vampires. Amilyn hitches a ride on the hood of his van, which crashes into a tree just before Amilyn loses an arm. Buffy and Merrick arrive to rescue him and Amilyn leaves the fight to talk to Lothos. After this encounter, Buffy and Pike start a friendship that eventually becomes romantic, and Pike becomes Buffy\'s partner in fighting the undead.	Amilyn also abducts Cassandra (Natasha Gregson Wagner), a studious girl from Buffy\'s class, to sacrifice to Lothos. When her body is found, the news spreads through Los Angeles and Hemery High, but her murder is met with indifference from Buffy\'s clique.
plot-12_4	K	b'buffy the vampire slayer (film)'[SEP]high school senior buffy summers[SEP]buffy confronts lothos inside[SEP]amilyn also abducts cassandra[SEP]paul reubens ). two young men[SEP]exhibiting uncanny abilities[SEP]including heightened agility[SEP]eventually becomes romantic[SEP]repeatedly tries merrick \'[SEP]several successful outings[SEP]attends hemery high school	C	5	During a basketball game, Buffy discovers that one of the players, and a friend of Jeffrey\'s, is a vampire. After a quick chase to a parade float storage yard, Buffy confronts Lothos, shortly after she and Pike take down his gang. Lothos puts Buffy into a trance, but Merrick intervenes, breaking the trance. Lothos stabs Merrick with the stake he attempted to use on him and then leaves, saying Buffy is not ready. As Merrick dies, he tells Buffy to do things her own way rather than live by the rules of others and gives her one final clue: "Remember about the music". Because of her new life, its responsibilities, and the heartbreak of losing her Watcher, Buffy, emotionally shocked, starts neglecting her Slayer duties. When she arrives at school, she attempts to explain things to her friends, but they refuse to understand her, as they are more concerned with an upcoming school dance. Buffy abandons them as she realizes she has outgrown their immature, selfish behavior. At the senior dance, Buffy is dismayed to find Jeffrey has dumped her for one of her friends. She meets up with Pike, reciprocate their feelings as they dance and kiss. However, Lothos sends his minions to the school to attack everyone at the dance. Buffy confronts the vampires outside, while inside the gym Pike fights and kills the vampiric Benny and everyone able to fightback under his lead. After overpowering the vampires, Buffy confronts Lothos inside the school and kills Amilyn. Lothos attempts to ensorcel Buffy again, but when the dance music stops, she remembers Merrick\'s words and defends herself. She first tries to repel Lothos with a cross, but the vampire king is unimpressed. He grabs the cross, setting it afire, but Buffy uses her hair spray as a makeshift flamethrower and burns him before escaping to the gym. Buffy sees her classmates recovering from the vampire attack, but Lothos bursts into the gym, promising to kill everyone. The Slayer and vampire duel, a wooden flagpole versus a katana. Eventually, Buffy stakes Lothos and kills him. As the survivors leave, Buffy and Pike decide to finish their dance. The film ends with the couple leaving the dance on a motorcycle. A skeptical news crew headed up by Liz Smith interviews the students and the principal about the attack during the credits.'	When Pike realizes there\'s something wrong with Benny and that he\'s no longer safe, he decides to leave town. His plan is thwarted, however, when he encounters Amilyn and his gang of vampires. Amilyn hitches a ride on the hood of his van, which crashes into a tree just before Amilyn loses an arm. Buffy and Merrick arrive to rescue him and Amilyn leaves the fight to talk to Lothos. After this encounter, Buffy and Pike start a friendship that eventually becomes romantic, and Pike becomes Buffy\'s partner in fighting the undead.
plot-13_0	K	b'all quiet on the western front'[SEP]platoons amongst frisian fishermen[SEP]eventually makes paul careless[SEP]exchanging small expressions[SEP]little overall significance[SEP]yet restrained relationship[SEP]meet stanislaus katczinsky[SEP]old schoolmaster lectures[SEP]military service shortly[SEP]western front ". paul \'[SEP]leave ". paul feels glad	I	5	b'The book tells the story of Paul B\xc3\xa4umer, who belongs to a group of German soldiers on the Western Front during World War The patriotic speeches of his teacher Kantorek had led the whole class to volunteer for military service shortly after the start of World War He didn\'t have any experience when going into the war but he still went in with an open mind and a kind heart. Paul lived with his father, mother, and sister in a charming German village, and attended school. His class was "scattered over the platoons amongst Frisian fishermen, peasants, and labourers". B\xc3\xa4umer arrives at the Western Front with his friends and schoolmates (Leer, M\xc3\xbcller, Kropp and a number of other characters). There they meet Stanislaus Katczinsky, an older soldier, nicknamed Kat, who becomes Paul\'s mentor. While fighting at the front, B\xc3\xa4umer and his comrades have to engage in frequent battles and endure the treacherous and filthy conditions of trench warfare.	NA
plot-13_1	K	b'all quiet on the western front'[SEP]platoons amongst frisian fishermen[SEP]eventually makes paul careless[SEP]exchanging small expressions[SEP]little overall significance[SEP]yet restrained relationship[SEP]meet stanislaus katczinsky[SEP]old schoolmaster lectures[SEP]military service shortly[SEP]western front ". paul \'[SEP]leave ". paul feels glad	B	5	At the beginning of the book, Remarque writes, "This book is to be neither an accusation nor a confession, and least of all an adventure, for death is not an adventure to those who stand face to face with it. It will try simply to tell of a generation of men who, even though they may have escaped (its) shells, were destroyed by the war". The book does not focus on heroic stories of bravery, but rather gives a view of the conditions in which the soldiers find themselves. The monotony between battles, the constant threat of artillery fire and bombardments, the struggle to find food, the lack of training of young recruits (meaning lower chances of survival), and the overarching role of random chance in the lives and deaths of the soldiers are described in detail.	b'The book tells the story of Paul B\xc3\xa4umer, who belongs to a group of German soldiers on the Western Front during World War The patriotic speeches of his teacher Kantorek had led the whole class to volunteer for military service shortly after the start of World War He didn\'t have any experience when going into the war but he still went in with an open mind and a kind heart. Paul lived with his father, mother, and sister in a charming German village, and attended school. His class was "scattered over the platoons amongst Frisian fishermen, peasants, and labourers". B\xc3\xa4umer arrives at the Western Front with his friends and schoolmates (Leer, M\xc3\xbcller, Kropp and a number of other characters). There they meet Stanislaus Katczinsky, an older soldier, nicknamed Kat, who becomes Paul\'s mentor. While fighting at the front, B\xc3\xa4umer and his comrades have to engage in frequent battles and endure the treacherous and filthy conditions of trench warfare.
